index,Pair.Name,protein_name_a,Ligand.Name,protein_name_b,Receptor.Name,complex_pair,partner_a,partner_b,source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,db,True_LR
659,CGA_FSHR,CGA,"glycoprotein hormones, alpha polypeptide",FSHR,follicle stimulating hormone receptor,,P01215,P23945,OmniPath,P23945,CGA,FSHR,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;iTALK;scConnect;talklr,CellTalkDB:30910395;HPMR:2126341;NetPath:12374801;NetPath:15662415,4,4,14,LR,both,True
660,CGA_GPR20,CGA,"glycoprotein hormones, alpha polypeptide",GPR20,G protein-coupled receptor 20,,P01215,Q99678,OmniPath,Q99678,CGA,GPR20,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
661,CGA_GPR84,CGA,"glycoprotein hormones, alpha polypeptide",GPR84,G protein-coupled receptor 84,,P01215,Q9NQS5,OmniPath,Q9NQS5,CGA,GPR84,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
662,CGA_LHCGR,CGA,"glycoprotein hormones, alpha polypeptide",LHCGR,luteinizing hormone/choriogonadotropin receptor,,P01215,P22888,OmniPath,P22888,CGA,LHCGR,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:10342833;Baccin2019:12727981;Baccin2019:1922095;CellTalkDB:1922095;Cellinker:10342833;Cellinker:12727981;Cellinker:1922095;Guide2Pharma:12727981;Guide2Pharma:1922095;HPRD:10342833;LRdb:10342833;LRdb:12727981;LRdb:1922095;connectomeDB2020:10342833;connectomeDB2020:12727981;connectomeDB2020:1922095;scConnect:12727981;scConnect:1922095,18,3,15,LR,both,True
663,CGA_PTH1R,CGA,"glycoprotein hormones, alpha polypeptide",PTH1R,parathyroid hormone 1 receptor,,P01215,Q03431,OmniPath,Q03431,CGA,PTH1R,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
664,CGA_RAMP2,CGA,"glycoprotein hormones, alpha polypeptide",RAMP2,receptor activity modifying protein 2,,P01215,O60895,OmniPath,O60895,CGA,RAMP2,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
665,CGA_RAMP3,CGA,"glycoprotein hormones, alpha polypeptide",RAMP3,receptor activity modifying protein 3,,P01215,O60896,OmniPath,O60896,CGA,RAMP3,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
666,CGA_SIRPA,CGA,"glycoprotein hormones, alpha polypeptide",SIRPA,signal regulatory protein alpha,,P01215,P78324,OmniPath,P78324,CGA,SIRPA,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,LR,True
667,CGA_TSHR,CGA,"glycoprotein hormones, alpha polypeptide",TSHR,thyroid stimulating hormone receptor,,P01215,P16473,OmniPath,P16473,CGA,TSHR,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;iTALK;talklr,HPMR:15571461;NetPath:20181794;SIGNOR:12045258,3,3,13,LR,both,True
668,CGA_VIPR1,CGA,"glycoprotein hormones, alpha polypeptide",VIPR1,vasoactive intestinal peptide receptor 1,,P01215,P32241,OmniPath,P32241,CGA,VIPR1,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
669,CGB8_LHCGR,CGB8,chorionic gonadotropin subunit beta 8,LHCGR,luteinizing hormone/choriogonadotropin receptor,,P0DN86,P22888,OmniPath,P22888,CGB8,LHCGR,1,1,0,1,1,0,CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:24554412;CellTalkDB:26441830;Guide2Pharma:12727981;Guide2Pharma:1922095;HPRD:2254302;SIGNOR:10446903;connectomeDB2020:10446903;connectomeDB2020:12727981;connectomeDB2020:1922095;connectomeDB2020:2254302,10,6,10,LR,both,True
670,CGB8_SIRPA,CGB8,chorionic gonadotropin subunit beta 8,SIRPA,signal regulatory protein alpha,,P0DN86,P78324,OmniPath,P78324,CGB8,SIRPA,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,LR,True
671,CGN_TGFBR1,CGN,cingulin,TGFBR1,transforming growth factor beta receptor 1,,Q9P2M7,P36897,OmniPath,P36897,CGN,TGFBR1,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:32196115,1,1,5,LR,both,True
672,CGN_TGFBR2,CGN,cingulin,TGFBR2,transforming growth factor beta receptor 2,,Q9P2M7,P37173,OmniPath,P37173,CGN,TGFBR2,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:32196115,1,1,5,LR,both,True
673,CHAD_ITGA2,CHAD,chondroadherin,ITGA2,integrin subunit alpha 2,,O15335,P17301,OmniPath,P17301,CHAD,ITGA2,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:9281592;LRdb:9281592;connectomeDB2020:9281592,3,1,8,LR,both,True
674,CHAD_ITGB1,CHAD,chondroadherin,ITGB1,integrin subunit beta 1,,O15335,P05556,OmniPath,P05556,CHAD,ITGB1,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:9281592;LRdb:9281592;connectomeDB2020:9281592,3,1,8,LR,both,True
675,CIRBP_TREM1,CIRBP,cold inducible RNA binding protein,TREM1,triggering receptor expressed on myeloid cells 1,,Q14011,Q9NP99,OmniPath,Q9NP99,CIRBP,TREM1,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:32027618;connectomeDB2020:32506691,2,2,1,LR,both,True
676,CKLF_CCR4,CKLF,chemokine like factor,CCR4,C-C motif chemokine receptor 4,,Q9UBR5,P51679,OmniPath,P51679,CKLF,CCR4,1,0,0,0,0,0,CellTalkDB;LRdb,CellTalkDB:10699158;LRdb:10699158,2,1,2,LR,both,True
677,CKLF_LRP6,CKLF,chemokine like factor,LRP6,LDL receptor related protein 6,,Q9UBR5,O75581,OmniPath,O75581,CKLF,LRP6,1,0,0,0,0,0,CellPhoneDB;CellTalkDB;HuRI;IMEx_CellPhoneDB;IntAct_CellPhoneDB,CellTalkDB:32103204,1,1,3,LR,both,True
678,CLCF1_CNTFR,CLCF1,cardiotrophin like cytokine factor 1,CNTFR,ciliary neurotrophic factor receptor,,Q9UBD9,P26992,OmniPath,P26992,CLCF1,CNTFR,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:10966616;HPMR:10966616;HPRD:10966616;HPRD:11285233;HPRD:11294841;LRdb:10966616;LRdb:11285233;LRdb:11294841;SIGNOR:10966616;connectomeDB2020:10966616;connectomeDB2020:11285233;connectomeDB2020:11294841,12,3,12,LR,both,True
679,CLCF1_CRLF1,CLCF1,cardiotrophin like cytokine factor 1,CRLF1,cytokine receptor like factor 1,,Q9UBD9,O75462,OmniPath,O75462,CLCF1,CRLF1,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:10966616;HPMR:10966616;HPRD:10966616;LRdb:10966616;connectomeDB2020:10966616,5,1,10,LR,both,True
680,CLCF1_IL6ST,CLCF1,cardiotrophin like cytokine factor 1,IL6ST,interleukin 6 cytokine family signal transducer,,Q9UBD9,P40189,OmniPath,P40189,CLCF1,IL6ST,1,1,0,1,1,0,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:10966616;CellTalkDB:10966616;HPMR:10966616;LRdb:10966616;SIGNOR:9143707;connectomeDB2020:10966616,6,2,12,LR,both,True
681,CLCF1_LIFR,CLCF1,cardiotrophin like cytokine factor 1,LIFR,LIF receptor subunit alpha,,Q9UBD9,P42702,OmniPath,P42702,CLCF1,LIFR,1,1,0,1,1,0,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:10966616;CellTalkDB:10966616;HPMR:10966616;LRdb:10966616;connectomeDB2020:10966616,5,1,11,LR,both,True
686,CLEC11A_ITGA10,CLEC11A,C-type lectin domain containing 11A,ITGA10,integrin subunit alpha 10,,Q9Y240,O75578,OmniPath,O75578,CLEC11A,ITGA10,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:30632962,1,1,1,LR,both,True
687,CLEC11A_ITGA11,CLEC11A,C-type lectin domain containing 11A,ITGA11,integrin subunit alpha 11,,Q9Y240,Q9UKX5,OmniPath,Q9UKX5,CLEC11A,ITGA11,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:30632962,1,1,1,LR,both,True
688,CLEC11A_ITGB1,CLEC11A,C-type lectin domain containing 11A,ITGB1,integrin subunit beta 1,,Q9Y240,P05556,OmniPath,P05556,CLEC11A,ITGB1,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:30632962,1,1,1,LR,both,True
689,CLEC11A_KIT,CLEC11A,C-type lectin domain containing 11A,KIT,"KIT proto-oncogene, receptor tyrosine kinase",,Q9Y240,P10721,OmniPath,P10721,CLEC11A,KIT,1,0,0,0,0,0,DLRP_talklr;EMBRACE;iTALK;talklr,,0,0,3,LR,LR,True
691,CLEC3A_CLEC10A,CLEC3A,C-type lectin domain family 3 member A,CLEC10A,C-type lectin domain containing 10A,,O75596,Q8IUN9,OmniPath,Q8IUN9,CLEC3A,CLEC10A,1,0,0,0,0,0,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:32196115,1,1,4,LR,both,True
692,CLEC3A_CLEC2B,CLEC3A,C-type lectin domain family 3 member A,CLEC2B,C-type lectin domain family 2 member B,,O75596,Q92478,OmniPath,Q92478,CLEC3A,CLEC2B,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,LR,True
693,CLU_TREM2,CLU,clusterin,TREM2,triggering receptor expressed on myeloid cells 2,,P10909,Q9NZC2,OmniPath,Q9NZC2,CLU,TREM2,1,0,0,0,0,0,Cellinker,Cellinker:28432014,1,1,1,LR,LR,True
694,CLUL1_GPR55,CLUL1,clusterin like 1,GPR55,G protein-coupled receptor 55,,Q15846,Q9Y2T6,OmniPath,Q9Y2T6,CLUL1,GPR55,1,1,0,1,1,0,scConnect,scConnect:31675498,1,1,1,LR,LR,True
695,CNMD_PTPRD,CNMD,chondromodulin,PTPRD,protein tyrosine phosphatase receptor type D,,O75829,P23468,OmniPath,P23468,CNMD,PTPRD,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,both,True
696,CNTF_CNTFR,CNTF,ciliary neurotrophic factor,CNTFR,ciliary neurotrophic factor receptor,,P26441,P26992,OmniPath,P26992,CNTF,CNTFR,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:10812968;Baccin2019:7810882;Baccin2019:8627290;CellTalkDB:8627290;DIP:7539796;HPMR:10966616;HPRD:10812968;HPRD:7810882;HPRD:8627290;IntAct:18775332;IntAct:20584990;LRdb:10812968;LRdb:7810882;LRdb:8627290;Lit-BM-17:18775332;Lit-BM-17:7539796;Lit-BM-17:7810882;SIGNOR:10812968;SIGNOR:10966616;SignaLink3:10812968;SignaLink3:23331499;SignaLink3:7810882;SignaLink3:8081242;SignaLink3:8627290;connectomeDB2020:10812968;connectomeDB2020:7810882;connectomeDB2020:8627290,27,9,18,LR,both,True
697,CNTF_EGFR,CNTF,ciliary neurotrophic factor,EGFR,epidermal growth factor receptor,,P26441,P00533,OmniPath,P00533,CNTF,EGFR,1,0,0,0,0,0,CellCall;CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,CellTalkDB:32103204,1,1,3,LR,both,True
698,CNTF_IL6R,CNTF,ciliary neurotrophic factor,IL6R,interleukin 6 receptor,,P26441,P08887,OmniPath,P08887,CNTF,IL6R,1,0,0,0,0,0,Baccin2019;BioGRID;CellCall;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,Baccin2019:1281789;BioGRID:1281789;Cellinker:1281789;HPRD:1281789;LRdb:1281789;connectomeDB2020:1281789,6,1,12,LR,both,True
699,CNTF_IL6ST,CNTF,ciliary neurotrophic factor,IL6ST,interleukin 6 cytokine family signal transducer,,P26441,P40189,OmniPath,P40189,CNTF,IL6ST,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;DOMINO;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:12643274;Baccin2019:16051226;Cellinker:12643274;Cellinker:16051226;DOMINO:16051226;HPMR:10966616;HPRD:12643274;HPRD:16051226;IntAct:16051226;LRdb:12643274;LRdb:16;Lit-BM-17:16051226;Lit-BM-17:18775332;SIGNOR:9143707;connectomeDB2020:12643274;connectomeDB2020:16051226,16,6,19,LR,both,True
700,CNTF_LIFR,CNTF,ciliary neurotrophic factor,LIFR,LIF receptor subunit alpha,,P26441,P42702,OmniPath,P42702,CNTF,LIFR,1,1,0,1,1,0,Baccin2019;CellCall;CellTalkDB;DIP;DLRP_talklr;DOMINO;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:12643274;Baccin2019:16051226;DIP:10207005;DOMINO:16051226;HPMR:10966616;HPRD:12643274;HPRD:16051226;IntAct:16051226;IntAct:18775332;LRdb:12643274;LRdb:16;Lit-BM-17:10207005;Lit-BM-17:16051226;Lit-BM-17:18775332;SIGNOR:10966616;connectomeDB2020:12643274;connectomeDB2020:16051226,17,6,18,LR,both,True
701,CNTN2_KREMEN1,CNTN2,contactin 2,KREMEN1,kringle containing transmembrane protein 1,,Q02246,Q96MU8,OmniPath,Q96MU8,CNTN2,KREMEN1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,True
702,CNTN2_NRCAM,CNTN2,contactin 2,NRCAM,neuronal cell adhesion molecule,,Q02246,Q92823,OmniPath,Q92823,CNTN2,NRCAM,1,0,0,0,0,0,CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,CellTalkDB:12139915;Cellinker:12139915;HPRD:12139915;LRdb:12139915;connectomeDB2020:12139915,5,1,9,LR,both,True
704,CNTN3_PTPRG,CNTN3,contactin 3,PTPRG,protein tyrosine phosphatase receptor type G,,Q9P232,P23470,OmniPath,P23470,CNTN3,PTPRG,1,0,0,0,0,0,CellTalkDB;Cellinker,CellTalkDB:20133774;Cellinker:20133774,2,1,2,LR,both,True
705,CNTN4_APLP1,CNTN4,contactin 4,APLP1,amyloid beta precursor like protein 1,,Q8IWV2,P51693,OmniPath,P51693,CNTN4,APLP1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,both,True
706,CNTN4_APP,CNTN4,contactin 4,APP,amyloid beta precursor protein,,Q8IWV2,P05067,OmniPath,P05067,CNTN4,APP,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,both,True
707,CNTN4_PTPRG,CNTN4,contactin 4,PTPRG,protein tyrosine phosphatase receptor type G,,Q8IWV2,P23470,OmniPath,P23470,CNTN4,PTPRG,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,CellTalkDB:20133774;Cellinker:20133774;LRdb:20133774;Ramilowski2015:20133774;connectomeDB2020:20133774;talklr:20133774,6,1,9,LR,both,True
708,CNTN6_NOTCH1,CNTN6,contactin 6,NOTCH1,notch receptor 1,,Q9UQ52,P46531,OmniPath,P46531,CNTN6,NOTCH1,1,1,0,1,1,0,SIGNOR;connectomeDB2020,SIGNOR:15082708;connectomeDB2020:15082708,2,1,2,LR,both,True
709,CNTN6_PTPRG,CNTN6,contactin 6,PTPRG,protein tyrosine phosphatase receptor type G,,Q9UQ52,P23470,OmniPath,P23470,CNTN6,PTPRG,1,0,0,0,0,0,Cellinker,Cellinker:20133774,1,1,1,LR,both,True
710,COL10A1_LAIR1,COL10A1,collagen type X alpha 1 chain,LAIR1,leukocyte associated immunoglobulin like receptor 1,,Q03692,Q6GTX8,OmniPath,Q6GTX8,COL10A1,LAIR1,1,0,0,0,0,0,Cellinker,Cellinker:16754721,1,1,1,LR,LR,True
711,COL11A1_DDR1,COL11A1,collagen type XI alpha 1 chain,DDR1,discoidin domain receptor tyrosine kinase 1,,P12107,Q08345,OmniPath,Q08345,COL11A1,DDR1,1,0,0,0,0,0,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,Baccin2019:9659900;CellTalkDB:9659900;HPRD:9659900;LRdb:9659900;connectomeDB2020:9659900,5,1,9,LR,both,True
712,COL11A1_ITGA1,COL11A1,collagen type XI alpha 1 chain,ITGA1,integrin subunit alpha 1,COL11A1_ITGA1_ITGB1,P12107,P56199,OmniPath,COMPLEX:P05556_P56199,COL11A1,ITGA1_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
713,COL11A1_ITGA10,COL11A1,collagen type XI alpha 1 chain,ITGA10,integrin subunit alpha 10,COL11A1_ITGA10_ITGB1,P12107,O75578,OmniPath,COMPLEX:O75578_P05556,COL11A1,ITGA10_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
714,COL11A1_ITGA11,COL11A1,collagen type XI alpha 1 chain,ITGA11,integrin subunit alpha 11,COL11A1_ITGA11_ITGB1,P12107,Q9UKX5,OmniPath,COMPLEX:P05556_Q9UKX5,COL11A1,ITGA11_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
715,COL11A1_ITGA2,COL11A1,collagen type XI alpha 1 chain,ITGA2,integrin subunit alpha 2,,P12107,P17301,OmniPath,P17301,COL11A1,ITGA2,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,CellTalkDB:32196115,1,1,6,LR,both,True
716,COL11A1_ITGB1,COL11A1,collagen type XI alpha 1 chain,ITGB1,integrin subunit beta 1,,P12107,P05556,OmniPath,P05556,COL11A1,ITGB1,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,CellTalkDB:32196115,1,1,6,LR,both,True
717,COL11A2_ITGA1,COL11A2,collagen type XI alpha 2 chain,ITGA1,integrin subunit alpha 1,COL11A2_ITGA1_ITGB1,P13942,P56199,OmniPath,COMPLEX:P05556_P56199,COL11A2,ITGA1_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
718,COL11A2_ITGB1,COL11A2,collagen type XI alpha 2 chain,ITGB1,integrin subunit beta 1,COL11A2_ITGA1_ITGB1,P13942,P05556,OmniPath,COMPLEX:P05556_P56199,COL11A2,ITGA1_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
719,COL11A2_ITGA10,COL11A2,collagen type XI alpha 2 chain,ITGA10,integrin subunit alpha 10,COL11A2_ITGA10_ITGB1,P13942,O75578,OmniPath,COMPLEX:O75578_P05556,COL11A2,ITGA10_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
720,COL11A2_ITGA11,COL11A2,collagen type XI alpha 2 chain,ITGA11,integrin subunit alpha 11,COL11A2_ITGA11_ITGB1,P13942,Q9UKX5,OmniPath,COMPLEX:P05556_Q9UKX5,COL11A2,ITGA11_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
721,COL11A2_ITGA2,COL11A2,collagen type XI alpha 2 chain,ITGA2,integrin subunit alpha 2,COL11A2_ITGA2_ITGB1,P13942,P17301,OmniPath,COMPLEX:P05556_P17301,COL11A2,ITGA2_ITGB1,1,0,0,0,0,0,CellPhoneDB;ICELLNET,ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815,4,4,2,LR,both,True
722,COL14A1_CD44,COL14A1,collagen type XIV alpha 1 chain,CD44,CD44 molecule (Indian blood group),,Q05707,P16070,OmniPath,P16070,COL14A1,CD44,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,Baccin2019:8986622;CellTalkDB:8986622;Cellinker:8986622;HPRD:8986622;LRdb:8986622;connectomeDB2020:8986622,6,1,10,LR,both,True
723,COL16A1_ITGB1,COL16A1,collagen type XVI alpha 1 chain,ITGB1,integrin subunit beta 1,,Q07092,P05556,OmniPath,P05556,COL16A1,ITGB1,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
730,COL18A1_PTPRS,COL18A1,collagen type XVIII alpha 1 chain,PTPRS,protein tyrosine phosphatase receptor type S,,P39060,Q13332,OmniPath,Q13332,COL18A1,PTPRS,1,0,0,0,0,0,Baccin2019;connectomeDB2020,Baccin2019:11865065;connectomeDB2020:11865065,2,1,2,LR,both,True
731,COL1A1_CD36,COL1A1,collagen type I alpha 1 chain,CD36,CD36 molecule,,P02452,P16671,OmniPath,P16671,COL1A1,CD36,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,Baccin2019:2468670;CellTalkDB:2468670;Cellinker:2468670;HPRD:2468670;LRdb:2468670;connectomeDB2020:2468670,6,1,10,LR,both,True
732,COL1A1_CD44,COL1A1,collagen type I alpha 1 chain,CD44,CD44 molecule (Indian blood group),,P02452,P16070,OmniPath,P16070,COL1A1,CD44,1,1,0,1,1,0,Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:1730778;CellTalkDB:1730778;Cellinker:1730778;HPRD:1730778;LRdb:1730778;connectomeDB2020:1730778,6,1,12,LR,both,True
733,COL1A1_CD93,COL1A1,collagen type I alpha 1 chain,CD93,CD93 molecule,,P02452,Q9NPY3,OmniPath,Q9NPY3,COL1A1,CD93,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218,6,1,10,LR,both,True
