Unnamed: 0,True_LR,Pair.Name,Ligand,Ligand.Name,Receptor,Receptor.Name,complex_pair,source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,partner_a,partner_b
654,True,CXCL11_CCR5,CXCL11,C-X-C motif chemokine ligand 11,CCR5,C-C motif chemokine receptor 5,,community,P51681,1,1,0,1,1,0,ICELLNET;Wang,ICELLNET:15178708;ICELLNET:22633458,2,2,2,both,CXCL11,CCR5
655,True,CXCL13_CXCR3,CXCL13,C-X-C motif chemokine ligand 13,CXCR3,C-X-C motif chemokine receptor 3,,community,P49682,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:11554781;CellTalkDB:11554781;Cellinker:11554781;HPRD:11554781;ICELLNET:11554781;ICELLNET:22633458;LRdb:11554781;connectomeDB2020:11554781,8,2,14,both,CXCL13,CXCR3
656,True,CXCL13_ACKR4,CXCL13,C-X-C motif chemokine ligand 13,ACKR4,atypical chemokine receptor 4,,community,Q9NPB9,1,0,0,0,0,0,Baccin2019;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,Baccin2019:10706668;CellPhoneDB:24218476;Cellinker:10706668;HPRD:10706668;ICELLNET:22633458;ICELLNET:706668;LRdb:10706668;connectomeDB2020:10706668,8,4,11,both,CXCL13,ACKR4
657,True,CXCL2_ACKR1,CXCL2,C-X-C motif chemokine ligand 2,ACKR1,atypical chemokine receptor 1 (Duffy blood group),,community,Q16570,1,0,0,0,0,0,Baccin2019;CellChatDB;Cellinker;ICELLNET,Baccin2019:28553950;CellChatDB:26740381;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;ICELLNET:30446388,6,5,4,both,CXCL2,ACKR1
658,True,CXCL8_ACKR1,CXCL8,C-X-C motif chemokine ligand 8,ACKR1,atypical chemokine receptor 1 (Duffy blood group),,community,Q16570,1,0,0,0,0,0,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_talklr;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:17416748;Cellinker:26740381;Cellinker:9921412;DIP:10206993;DIP:7592830;DIP:8558064;DIP:9195930;HPRD:17416748;HPRD:9921412;ICELLNET:22633458;InnateDB:15720550;InnateDB:7592830;InnateDB:8132497;InnateDB:9195930;LRdb:10699158;LRdb:174;LRdb:9921412;connectomeDB2020:17416748;connectomeDB2020:9921412,21,13,13,both,CXCL8,ACKR1
659,True,DLL3_NOTCH3,DLL3,delta like canonical Notch ligand 3,NOTCH3,notch receptor 3,,community,Q9UM47,1,1,0,1,1,0,CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;ICELLNET;KEGG-MEDICUS;LRdb;Wang;connectomeDB2020;iTALK;talklr,CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;Cellinker:22353464;Cellinker:29910816;ICELLNET:16921404;LRdb:22353464;connectomeDB2020:22353464,8,3,13,both,DLL3,NOTCH3
660,True,DLL3_NOTCH4,DLL3,delta like canonical Notch ligand 3,NOTCH4,notch receptor 4,,community,Q99466,1,1,0,1,1,0,CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;ICELLNET;KEGG-MEDICUS;LRdb;Wang;connectomeDB2020;iTALK;talklr,CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;Cellinker:22353464;Cellinker:29910816;ICELLNET:16921404;LRdb:22353464;connectomeDB2020:22353464,8,3,13,both,DLL3,NOTCH4
661,True,DLL4_NOTCH2,DLL4,delta like canonical Notch ligand 4,NOTCH2,notch receptor 2,,community,Q04721,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:30181175;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22842086;Cellinker:22353464;Cellinker:30289388;ICELLNET:15137944;ICELLNET:19494260;LRdb:22353464;Ramilowski2015:22842086;connectomeDB2020:22842086;talklr:22842086,12,6,14,both,DLL4,NOTCH2
662,True,DLL4_NOTCH3,DLL4,delta like canonical Notch ligand 4,NOTCH3,notch receptor 3,,community,Q9UM47,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:29230914;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:18182388;Cellinker:22353464;Cellinker:29910816;ICELLNET:15137944;ICELLNET:19494260;LRdb:22353464;Ramilowski2015:18182388;connectomeDB2020:18182388;talklr:18182388,12,6,15,both,DLL4,NOTCH3
663,True,HHLA2_TMIGD2,HHLA2,HHLA2 member of B7 family,TMIGD2,transmembrane and immunoglobulin domain containing 2,,community,Q96BF3,1,0,0,0,0,0,ICELLNET;Wojtowicz2020;connectomeDB2020,ICELLNET:28679835;connectomeDB2020:26405587,2,2,3,both,HHLA2,TMIGD2
664,True,HLA-A_LILRB1,HLA-A,"major histocompatibility complex, class I, A",LILRB1,leukocyte immunoglobulin like receptor B1,,community,Q8NHL6,1,0,0,0,0,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,CellTalkDB:12897781;Cellinker:12897781;HPRD:12897781;ICELLNET:9285411;ICELLNET:9382880;InnateDB:19124746;LRdb:12897781;connectomeDB2020:12897781,8,4,10,both,HLA-A,LILRB1
665,True,HLA-A_KIR3DL2,HLA-A,"major histocompatibility complex, class I, A",KIR3DL2,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2",,community,P43630,1,1,0,1,1,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:15719024;Cellinker:15719024;Cellinker:25033772;Cellinker:8617928;Cellinker:8760804;HPRD:8617928;HPRD:8760804;ICELLNET:11955593;ICELLNET:15580655;LRdb:15719024;LRdb:8617928;LRdb:8760804;connectomeDB2020:15719024;connectomeDB2020:8617928;connectomeDB2020:8760804,15,6,10,both,HLA-A,KIR3DL2
666,True,HLA-B_LILRB1,HLA-B,"major histocompatibility complex, class I, B",LILRB1,leukocyte immunoglobulin like receptor B1,,community,Q8NHL6,1,0,0,0,0,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,CellTalkDB:12853576;Cellinker:12853576;HPRD:12853576;ICELLNET:9285411;ICELLNET:9382880;LRdb:12853576;connectomeDB2020:12853576,7,3,9,both,HLA-B,LILRB1
667,True,HLA-B_KIR3DL1,HLA-B,"major histocompatibility complex, class I, B",KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",,community,P43629,1,1,0,1,1,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:15607823;Cellinker:15607823;Cellinker:17182537;Cellinker:8046332;HPRD:8046332;ICELLNET:11955593;ICELLNET:15580655;LRdb:15607823;LRdb:8;Lit-BM-17:22020283;Lit-BM-17:25480565;Lit-BM-17:25740999;connectomeDB2020:15607823;connectomeDB2020:8046332,14,9,11,both,HLA-B,KIR3DL1
668,True,HLA-C_LILRB1,HLA-C,"major histocompatibility complex, class I, C",LILRB1,leukocyte immunoglobulin like receptor B1,,community,Q8NHL6,1,0,0,0,0,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,CellTalkDB:12853576;Cellinker:12853576;HPRD:12853576;ICELLNET:9285411;ICELLNET:9382880;LRdb:12853576;connectomeDB2020:12853576,7,3,9,both,HLA-C,LILRB1
669,True,HLA-C_KIR2DL1,HLA-C,"major histocompatibility complex, class I, C",KIR2DL1,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1",,community,P43626,1,1,0,1,1,0,BioGRID;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,BioGRID:11323700;CellChatDB:28484462;CellPhoneDB:28484462;CellTalkDB:15607823;Cellinker:10429675;Cellinker:10820396;Cellinker:11009104;Cellinker:11163076;Cellinker:11323700;Cellinker:12454284;Cellinker:12794140;Cellinker:15607823;Cellinker:31519864;Cellinker:9378975;Cellinker:9686591;Cellinker:9768753;HPRD:10429675;HPRD:10820396;HPRD:11009104;HPRD:11163076;HPRD:11323700;HPRD:12454284;HPRD:12794140;HPRD:9378975;HPRD:9686591;HPRD:9768753;ICELLNET:11955593;ICELLNET:15580655;InnateDB:16141329;InnateDB:19858347;IntAct:18624290;IntAct:19858347;IntAct:28546555;LRdb:10429675;LRdb:10820396;LRdb:11009104;LRdb:11163076;LRdb:11323700;LRdb:12454284;LRdb:12794140;LRdb:15607823;LRdb:9378975;LRdb:9686591;LRdb:9768753;Lit-BM-17:11163076;Lit-BM-17:11323700;Lit-BM-17:12454284;Lit-BM-17:9768753;connectomeDB2020:10429675;connectomeDB2020:10820396;connectomeDB2020:11009104;connectomeDB2020:11163076;connectomeDB2020:11323700;connectomeDB2020:12454284;connectomeDB2020:12794140;connectomeDB2020:15607823;connectomeDB2020:9378975;connectomeDB2020:9686591;connectomeDB2020:9768753,59,19,16,both,HLA-C,KIR2DL1
670,True,HLA-C_KIR2DL2,HLA-C,"major histocompatibility complex, class I, C",KIR2DL2,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2",,community,P43627,1,1,0,1,1,0,CellChatDB;Cellinker;HPRD;ICELLNET;Lit-BM-17;Wang,CellChatDB:28484462;Cellinker:30761133;HPRD:10190900;HPRD:10850706;ICELLNET:11955593;ICELLNET:15580655;Lit-BM-17:10850706;Lit-BM-17:18322206,8,7,6,both,HLA-C,KIR2DL2
671,True,HLA-C_KIR2DL3,HLA-C,"major histocompatibility complex, class I, C",KIR2DL3,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3",,community,P43628,1,1,0,1,1,0,BioGRID;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,BioGRID:8692965;CellChatDB:28484462;CellPhoneDB:28484462;CellTalkDB:15607823;Cellinker:10497191;Cellinker:15607823;Cellinker:31210416;Cellinker:8692965;Cellinker:9768753;HPRD:10497191;HPRD:8692965;HPRD:9768753;ICELLNET:11955593;ICELLNET:15580655;InnateDB:19858347;IntAct:18322206;IntAct:19858347;LRdb:10497191;LRdb:15607823;LRdb:8692965;LRdb:9768753;connectomeDB2020:10497191;connectomeDB2020:15607823;connectomeDB2020:8692965;connectomeDB2020:9768753,25,10,15,both,HLA-C,KIR2DL3
672,True,HLA-DPB1_LAG3,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DPB1,LAG3
673,True,HLA-DQA1_LAG3,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DQA1,LAG3
674,True,HLA-DQA2_LAG3,HLA-DQA2,"major histocompatibility complex, class II, DQ alpha 2",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DQA2,LAG3
675,True,HLA-DQB1_LAG3,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DQB1,LAG3
676,True,HLA-DQB2_LAG3,HLA-DQB2,"major histocompatibility complex, class II, DQ beta 2",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DQB2,LAG3
677,True,HLA-DRA_LAG3,HLA-DRA,"major histocompatibility complex, class II, DR alpha",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DRA,LAG3
678,True,HLA-DRB1_LAG3,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DRB1,LAG3
679,True,HLA-DRB3_LAG3,HLA-DRB3,"major histocompatibility complex, class II, DR beta 3",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DRB3,LAG3
680,True,HLA-DRB4_LAG3,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DRB4,LAG3
681,True,HLA-DRB5_LAG3,HLA-DRB5,"major histocompatibility complex, class II, DR beta 5",LAG3,lymphocyte activating 3,,community,P18627,1,0,0,0,0,0,ICELLNET,ICELLNET:22437870;ICELLNET:26927206,2,2,1,both,HLA-DRB5,LAG3
682,True,HLA-F_LILRB1,HLA-F,"major histocompatibility complex, class I, F",LILRB1,leukocyte immunoglobulin like receptor B1,,community,Q8NHL6,1,0,0,0,0,0,CellChatDB;CellPhoneDB;HPRD;ICELLNET;LRdb;connectomeDB2020,CellChatDB:28484462;HPRD:11169396;ICELLNET:9285411;ICELLNET:9382880;LRdb:11169396;connectomeDB2020:11169396,6,4,6,both,HLA-F,LILRB1
683,True,HLA-G_LILRB2,HLA-G,"major histocompatibility complex, class I, G",LILRB2,leukocyte immunoglobulin like receptor B2,,community,Q8N423,1,0,0,0,0,0,CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,CellChatDB:28484462;Cellinker:10190906;Cellinker:12853576;Cellinker:15670976;Cellinker:9531263;DIP:17056715;HPRD:10190906;HPRD:12853576;HPRD:15670976;HPRD:9531263;ICELLNET:17056715;IntAct:16455647;IntAct:17056715;IntAct:24899623;LRdb:10190906;LRdb:12853576;LRdb:15670976;LRdb:9531263;connectomeDB2020:10190906;connectomeDB2020:12853576;connectomeDB2020:15670976;connectomeDB2020:9531263,22,8,13,both,HLA-G,LILRB2
684,True,ICOSLG_ICOS,ICOSLG,inducible T cell costimulator ligand,ICOS,inducible T cell costimulator,,community,Q9Y6W8,1,1,0,1,1,0,BioGRID;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;HPRD;ICELLNET;IntAct;LRdb;NetPath;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK,BioGRID:11956294;CellChatDB:23954143;CellPhoneDB:23954143;CellTalkDB:23954143;Cellinker:21955433;Cellinker:23954143;Cellinker:25769613;Cellinker:29879883;HPRD:10657606;HPRD:11023515;HPRD:11956294;ICELLNET:14599850;ICELLNET:23954143;IntAct:11956294;IntAct:16951355;NetPath:10657606;connectomeDB2020:14599850;connectomeDB2020:23954143,18,9,14,both,ICOSLG,ICOS
685,True,ICOSLG_CD28,ICOSLG,inducible T cell costimulator ligand,CD28,CD28 molecule,,community,P10747,1,0,0,0,0,0,CellChatDB;Cellinker;ICELLNET;Wojtowicz2020;connectomeDB2020,Cellinker:32589946;ICELLNET:21530327;connectomeDB2020:21530327;connectomeDB2020:23470321,4,3,5,both,ICOSLG,CD28
686,True,ICOSLG_CTLA4,ICOSLG,inducible T cell costimulator ligand,CTLA4,cytotoxic T-lymphocyte associated protein 4,,community,P16410,1,0,0,0,0,0,CellChatDB;Cellinker;ICELLNET;Wojtowicz2020;connectomeDB2020,Cellinker:32589946;ICELLNET:21530327;connectomeDB2020:21530327,3,2,5,both,ICOSLG,CTLA4
687,True,IL16_CD4,IL16,interleukin 16,CD4,CD4 molecule,,community,P01730,1,1,0,1,1,0,Baccin2019;CellChatDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,Baccin2019:1851800;Baccin2019:7910967;CellTalkDB:1851800;Cellinker:1851800;Cellinker:7910967;DIP:7910967;HPRD:1851800;HPRD:7910967;ICELLNET:10438516;ICELLNET:7615501;InnateDB:7910967;LRdb:1851800;LRdb:791;connectomeDB2020:1851800;connectomeDB2020:7910967,15,5,15,both,IL16,CD4
688,True,IL1F10_IL1RAPL1,IL1F10,interleukin 1 family member 10,IL1RAPL1,interleukin 1 receptor accessory protein like 1,,community,Q9NZN1,1,0,0,0,0,0,ICELLNET,ICELLNET:22315422;ICELLNET:31387327,2,2,1,both,IL1F10,IL1RAPL1
689,True,IL1F10_IL1RAPL2,IL1F10,interleukin 1 family member 10,IL1RAPL2,interleukin 1 receptor accessory protein like 2,,community,Q9NP60,1,0,0,0,0,0,ICELLNET,ICELLNET:22315422;ICELLNET:31387327,2,2,1,both,IL1F10,IL1RAPL2
690,True,IL1F10_SIGIRR,IL1F10,interleukin 1 family member 10,SIGIRR,single Ig and TIR domain containing,,community,Q6IA17,1,0,0,0,0,0,ICELLNET,ICELLNET:22315422;ICELLNET:31387327,2,2,1,both,IL1F10,SIGIRR
691,True,LCN1_LMBR1L,LCN1,lipocalin 1,LMBR1L,limb development membrane protein 1 like,,community,Q6UX01,1,0,0,0,0,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,CellTalkDB:11287427;Cellinker:11287427;HPRD:11287427;ICELLNET:11287427;LRdb:11287427;connectomeDB2020:11287427,6,1,9,both,LCN1,LMBR1L
692,True,LGALS1_CD69,LGALS1,galectin 1,CD69,CD69 molecule,,community,Q07108,1,0,0,0,0,0,ICELLNET;LRdb;UniProt_LRdb;connectomeDB2020,ICELLNET:21427408;connectomeDB2020:24752896,2,2,3,both,LGALS1,CD69
693,True,LGALS9_HAVCR2,LGALS9,galectin 9,HAVCR2,hepatitis A virus cellular receptor 2,,community,Q8TDQ0,1,0,0,0,0,0,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;ICELLNET;InnateDB;LRdb;connectomeDB2020;iTALK,CellChatDB:27192565;CellPhoneDB:27192565;CellTalkDB:27192565;Cellinker:27192565;ICELLNET:16286920;ICELLNET:27192565;InnateDB:23967307;LRdb:22437870;connectomeDB2020:27192565,9,4,9,both,LGALS9,HAVCR2
694,True,NCR3LG1_NCR3,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1,NCR3,natural cytotoxicity triggering receptor 3,,community,O14931,1,1,0,1,1,0,CellPhoneDB;CellTalkDB;Cellinker;DIP;ICELLNET;InnateDB;IntAct;Lit-BM-17;Wojtowicz2020;connectomeDB2020;iTALK;scConnect,CellTalkDB:30512185;Cellinker:32822567;DIP:21444796;ICELLNET:23954143;InnateDB:21422170;IntAct:19528259;IntAct:21422170;IntAct:21444796;IntAct:22807449;IntAct:24275655;IntAct:27754869;Lit-BM-17:19528259;Lit-BM-17:21422170;connectomeDB2020:19528259,14,9,12,both,NCR3LG1,NCR3
695,True,NECTIN3_TIGIT,NECTIN3,nectin cell adhesion molecule 3,TIGIT,T cell immunoreceptor with Ig and ITIM domains,,community,Q495A1,1,1,0,1,1,0,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;LRdb;Lit-BM-17;UniProt_LRdb,CellChatDB:1313846;CellPhoneDB:1313846;Cellinker:30759143;ICELLNET:26927206;Lit-BM-17:21982860,5,4,6,both,NECTIN3,TIGIT
696,True,PDCD1LG2_PDCD1,PDCD1LG2,programmed cell death 1 ligand 2,PDCD1,programmed cell death 1,,community,Q15116,1,1,0,1,1,0,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;ICELLNET;InnateDB;IntAct;Wang;Wojtowicz2020;connectomeDB2020;iTALK,CellChatDB:23954143;CellPhoneDB:23954143;CellTalkDB:23954143;Cellinker:23223433;Cellinker:23954143;Cellinker:31727844;ICELLNET:23954143;InnateDB:12893276;IntAct:20587542;IntAct:23417675;connectomeDB2020:12810690,11,7,11,both,PDCD1LG2,PDCD1
697,True,PF4_CXCR3,PF4,platelet factor 4,CXCR3,C-X-C motif chemokine receptor 3,,community,P49682,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:12782716;CellPhoneDB:24218476;Cellinker:12782716;HPRD:12782716;ICELLNET:12782716;ICELLNET:21655676;LRdb:10699158;connectomeDB2020:12782716,8,4,16,both,PF4,CXCR3
698,True,PF4V1_CXCR3,PF4V1,platelet factor 4 variant 1,CXCR3,C-X-C motif chemokine receptor 3,,community,P49682,1,1,0,1,1,0,CellCall;CellChatDB;ICELLNET;Wang;connectomeDB2020,ICELLNET:22633458;connectomeDB2020:28859966,2,2,5,both,PF4V1,CXCR3
699,True,PPBP_CXCR1,PPBP,pro-platelet basic protein,CXCR1,C-X-C motif chemokine receptor 1,,community,P25024,1,1,0,1,1,0,CellCall;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellPhoneDB:24218476;CellTalkDB:1427896;Cellinker:1427896;Cellinker:8137938;Cellinker:8195702;DIP:8702798;HPRD:1427896;HPRD:8195702;ICELLNET:22633458;ICELLNET:24335961;LRdb:1427896;LRdb:8137938;LRdb:8195702;connectomeDB2020:1427896;connectomeDB2020:8137938;connectomeDB2020:8195702,16,7,13,both,PPBP,CXCR1
700,True,PPBP_ACKR1,PPBP,pro-platelet basic protein,ACKR1,atypical chemokine receptor 1 (Duffy blood group),,community,Q16570,1,0,0,0,0,0,CellTalkDB;DLRP_talklr;ICELLNET;LRdb;iTALK;talklr,CellTalkDB:10699158;ICELLNET:22633458;LRdb:10699158,3,2,5,both,PPBP,ACKR1
701,True,SLIT1_ROBO2,SLIT1,slit guidance ligand 1,ROBO2,roundabout guidance receptor 2,,community,Q9HCK4,1,1,0,1,1,0,Cellinker;ICELLNET;connectomeDB2020,Cellinker:21600986;ICELLNET:21600986;connectomeDB2020:30547091,3,2,3,both,SLIT1,ROBO2
702,True,SLIT1_ROBO1,SLIT1,slit guidance ligand 1,ROBO1,roundabout guidance receptor 1,,community,Q9Y6N7,1,1,0,1,1,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:1043382210433820;Cellinker:10433822;HPMR:10433822;HPMR:14761655;HPRD:10433822;ICELLNET:21600986;LRdb:10433822;connectomeDB2020:10433822,8,4,13,both,SLIT1,ROBO1
703,True,TNFSF10_TNFRSF11B,TNFSF10,TNF superfamily member 10,TNFRSF11B,TNF receptor superfamily member 11b,,community,O00300,1,1,0,1,1,0,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:12221720;Baccin2019:9520411;CellTalkDB:9520411;Cellinker:12221720;Cellinker:9520411;HPRD:12221720;HPRD:9520411;ICELLNET:11239407;LRdb:122;LRdb:9520411;connectomeDB2020:12221720;connectomeDB2020:9520411,12,4,13,both,TNFSF10,TNFRSF11B
704,True,TNFSF14_TNFRSF6B,TNFSF14,TNF superfamily member 14,TNFRSF6B,TNF receptor superfamily member 6b,,community,O95407,1,1,0,1,1,0,CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;Ramilowski2015;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:11994433;Cellinker:11994433;HPMR:14697332;HPRD:11994433;ICELLNET:11239407;IntAct:21300286;IntAct:25087510;LRdb:11994433;connectomeDB2020:11994433,9,5,13,both,TNFSF14,TNFRSF6B
