gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	T
FCGR2A	P12318	False	FCGR2A_HUMAN		CPI-SS06792A8A1	0.033	0.185	0.0	0.105	0.001	0.291	0.0
SIRPA	P78324	False	SIRPA_HUMAN		CPI-SS0F08B0F71	0.0	0.087	0.0	0.155	0.018	0.186	0.0
RECK	O95980	False	RECK_HUMAN		CPI-SS0B67FD937	0.031	0.046	0.155	0.12	0.036	0.078	0.107
PVR	P15151	False	PVR_HUMAN		CPI-SS04784F50F	0.0	0.0	0.0	0.017	0.021	0.006	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS07988AFDD	0.109	0.037	0.0	0.006	0.015	0.05	0.0
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS0A5DF05C0	0.074	0.0	0.0	0.0	0.0	0.003	0.0
CD96	P40200	False	CD96_HUMAN		CPI-SS07687E2DB	0.0	0.017	0.0	0.009	0.003	0.005	0.35
CD226	Q15762	False	CD226_HUMAN		CPI-SS06207F70E	0.0	0.0	0.0	0.0	0.002	0.002	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	0.0	0.0	0.0	0.017	0.021	0.006	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS08BEC44C6	0.063	1.129	0.0	1.344	0.27	1.391	0.197
MCAM	P43121	False	MCAM_HUMAN		CPI-SS001E7CB07	0.0	0.0	0.0	0.0	0.002	0.003	0.055
ITGAL	P20701	False	ITGAL_HUMAN		CPI-SS06634D36A	0.028	0.267	0.0	0.389	0.042	0.388	0.056
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.0	0.0	0.0	0.017	0.021	0.006	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0F1A060D4	0.0	0.0	0.0	0.017	0.021	0.006	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS0B24A71FE	0.109	0.037	0.0	0.006	0.015	0.05	0.0
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS03859E16F	0.074	0.0	0.0	0.0	0.0	0.003	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS06077A8A5	0.0	0.042	0.0	0.051	0.507	0.02	0.0
GUCY2D	Q02846	False	GUCY2D_HUMAN		CPI-SS06FD10D98	0.0	0.006	0.0	0.013	0.002	0.003	0.0
NECTIN1	Q15223	False	NECTIN1_HUMAN		CPI-SS0C5E9FBFB	0.0	0.01	0.171	0.019	0.009	0.012	0.0
NECTIN2	Q92692	False	NECTIN2_HUMAN		CPI-SS02FBD007E	0.0	0.023	0.0	0.03	0.047	0.064	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	0.0	0.0	0.0	0.0	0.001	0.0	0.0
HLA-DPA1	P20036	False	HLA-DPA1_HUMAN		CPI-SS001254E9D	1.569	3.293	0.185	1.189	1.334	0.991	0.32
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0892EFE81	0.0	0.0	0.0	0.0	0.005	0.0	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0F8ABC300	0.0	0.0	0.0	0.0	0.0	0.001	0.0
GALR3	O60755	False	GALR3_HUMAN		CPI-SS0E70DD97F	0.0	0.0	0.0	0.0	0.012	0.001	0.0
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0C6B1B7EA	0.0	0.0	0.0	0.012	0.014	0.001	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS041A9759A	0.0	0.0	0.054	0.021	0.043	0.015	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS088E72875	0.0	0.0	0.0	0.0	0.0	0.0	0.058
RYK	P34925	False	RYK_HUMAN		CPI-SS04C952B10	0.097	0.052	0.111	0.139	0.119	0.163	0.187
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS00F9DF28E	0.0	0.0	0.0	0.0	0.0	0.002	0.0
BAMBI	Q13145	False	BAMBI_HUMAN		CPI-SS088A79CEF	0.0	0.0	0.0	0.005	0.0	0.005	0.0
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS0C41D1AB0	0.125	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0979BEE9E	0.0	0.0	0.0	0.012	0.014	0.001	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS063BE49AF	0.0	0.0	0.054	0.021	0.043	0.015	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0CA86B750	0.0	0.0	0.0	0.0	0.0	0.0	0.058
RYK	P34925	False	RYK_HUMAN		CPI-SS0210E8B55	0.097	0.052	0.111	0.139	0.119	0.163	0.187
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS02E251A12	0.0	0.0	0.0	0.0	0.0	0.002	0.0
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS0DD439ECE	0.125	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A0EB6095	0.0	0.0	0.0	0.012	0.014	0.001	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0E47E9212	0.0	0.0	0.054	0.021	0.043	0.015	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0B7FB4EB4	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS021A4089C	0.024	0.038	0.0	0.079	0.055	0.123	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0B4C20B1E	0.0	0.0	0.054	0.021	0.043	0.015	0.0
CD79B	P40259	False	CD79B_HUMAN		CPI-SS02B2D99CE	0.455	0.101	0.0	0.172	0.152	0.106	0.063
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.0	0.0	0.054	0.021	0.043	0.015	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0CD17AC7A	0.0	0.0	0.0	0.0	0.0	0.0	0.052
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0D04B1471	0.0	0.016	0.0	0.029	0.0	0.006	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS04A83D488	0.0	0.0	0.0	0.009	0.049	0.007	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS048346C2B	0.067	0.451	0.28	0.458	0.207	0.417	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS02C1880E4	0.0	0.0	0.0	0.0	0.0	0.0	0.058
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0FF72F6DF	0.0	0.0	0.0	0.0	0.0	0.0	0.058
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0E3EC3035	0.0	0.0	0.0	0.0	0.0	0.0	0.058
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS046A32887	0.0	0.0	0.0	0.017	0.015	0.006	0.0
WNT10A	Q9GZT5	False	WNT10A_HUMAN		CPI-SS032788C1B	0.0	0.0	0.0	0.0	0.005	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS014B0FCD2	0.0	0.0	0.0	0.0	0.0	0.0	0.058
RYK	P34925	False	RYK_HUMAN		CPI-SS0BA171A40	0.097	0.052	0.111	0.139	0.119	0.163	0.187
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS070BB3318	0.0	0.0	0.0	0.0	0.0	0.002	0.0
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS0E5155850	0.125	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS019A855C9	0.0	0.0	0.0	0.017	0.015	0.006	0.0
WNT10A	Q9GZT5	False	WNT10A_HUMAN		CPI-SS0E7D51A72	0.0	0.0	0.0	0.0	0.005	0.0	0.0
CTHRC1	Q96CG8	False	CTHRC1_HUMAN		CPI-SS0D1DA5F89	0.0	0.0	0.0	0.0	0.01	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0DC5ADBF1	0.0	0.0	0.0	0.0	0.0	0.0	0.058
RYK	P34925	False	RYK_HUMAN		CPI-SS0FAF1F4B6	0.097	0.052	0.111	0.139	0.119	0.163	0.187
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS04D1BB563	0.0	0.0	0.0	0.0	0.0	0.002	0.0
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS08D7289BB	0.125	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS0754B914F	0.0	0.0	0.0	0.017	0.015	0.006	0.0
WNT10A	Q9GZT5	False	WNT10A_HUMAN		CPI-SS05BB05F84	0.0	0.0	0.0	0.0	0.005	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS03F4C1D48	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS05811D8D6	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS065B30F3D	0.0	0.0	0.0	0.005	0.012	0.001	0.0
TLR4	O00206	False	TLR4_HUMAN		CPI-SS028246358	0.029	0.13	0.0	0.371	0.043	0.396	0.116
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS06324AAE2	0.068	0.114	0.0	0.069	0.053	0.075	0.0
TGFBR2	P37173	False	TGFBR2_HUMAN		CPI-SS019D8BD0F	0.293	0.23	0.231	0.124	0.099	0.156	0.158
LDLR	P01130	False	LDLR_HUMAN		CPI-SS02C0C0A5A	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0ECB46D5F	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0BC3190D4	0.0	0.0	0.0	0.005	0.012	0.001	0.0
TLR4	O00206	False	TLR4_HUMAN		CPI-SS0689D0C11	0.029	0.13	0.0	0.371	0.043	0.396	0.116
LDLR	P01130	False	LDLR_HUMAN		CPI-SS01932FE38	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS005838C52	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS03E809E78	0.0	0.0	0.0	0.005	0.012	0.001	0.0
TLR4	O00206	False	TLR4_HUMAN		CPI-SS09F710BA3	0.029	0.13	0.0	0.371	0.043	0.396	0.116
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A855D7F4	0.0	0.073	0.0	0.243	0.142	0.21	0.134
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0BEF78CA9	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0F6ED0132	0.0	0.009	0.0	0.027	0.0	0.036	0.064
BMP2	P12643	False	BMP2_HUMAN		CPI-SS0108FD7BB	0.0	0.0	0.0	0.0	0.0	0.011	0.0
INHBA	P08476	False	INHBA_HUMAN		CPI-SS0C6AB4226	0.026	0.008	0.0	0.047	0.09	0.034	0.057
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0133C99B2	0.03	0.008	0.052	0.023	0.038	0.016	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0DF7809CA	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS073A20D23	0.024	0.038	0.0	0.079	0.055	0.123	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0D6CBACAC	0.0	0.073	0.0	0.243	0.142	0.21	0.134
LDLR	P01130	False	LDLR_HUMAN		CPI-SS01DB03813	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS01AD50A56	0.0	0.009	0.0	0.027	0.0	0.036	0.064
LDLR	P01130	False	LDLR_HUMAN		CPI-SS01B99BC78	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.0	0.009	0.0	0.027	0.0	0.036	0.064
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.0	0.0	0.0	0.025	0.0	0.012	0.0
RET	P07949	False	RET_HUMAN		CPI-SS0BFE02463	0.0	0.0	0.0	0.0	0.003	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS01D429BB1	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0924B21D0	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS07B2F82C2	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ENG	P17813	False	ENG_HUMAN		CPI-SS0B797C048	0.04	0.073	0.283	0.101	0.071	0.084	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0A78191CD	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS04DF97688	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS004C43D02	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS02C54A892	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0BA8514AF	0.0	0.009	0.0	0.027	0.0	0.036	0.064
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0B4DD1E67	0.0	0.009	0.0	0.027	0.0	0.036	0.064
SERPINF1	P36955	False	SERPINF1_HUMAN		CPI-SS053F14EC5	0.0	0.13	0.0	0.029	0.0	0.001	0.0
SERPINF1	P36955	False	SERPINF1_HUMAN		CPI-SS03B8034BB	0.0	0.13	0.0	0.029	0.0	0.001	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0297F088C	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0D4F77A98	0.0	0.0	0.0	0.025	0.0	0.012	0.0
TYROBP	O43914	False	TYROBP_HUMAN		CPI-SS0C6E8B500	0.079	2.018	0.0	2.1	0.408	2.393	0.093
FARP2	O94887	False	FARP2_HUMAN		CPI-SS0AAD6D44C	0.153	0.082	0.121	0.026	0.02	0.037	0.0
CCN3	P48745	False	CCN3_HUMAN		CPI-SS0FB68E380	0.0	0.005	0.0	0.043	0.055	0.016	0.0
SEMA3F	Q13275	False	SEMA3F_HUMAN		CPI-SS06C962C30	0.0	0.0	0.0	0.0	0.0	0.001	0.0
SEMA6C	Q9H3T2	False	SEMA6C_HUMAN		CPI-SS05F6B490A	0.0	0.0	0.0	0.0	0.007	0.0	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0A34EE366	0.0	0.035	0.0	0.091	0.051	0.062	0.0
IL7	P13232	False	IL7_HUMAN		CPI-SS0F8858849	0.0	0.01	0.0	0.005	0.009	0.005	0.0
NCOR1	O75376	False	NCOR1_HUMAN		CPI-SS05CF7B5FB	0.372	0.425	0.273	0.498	0.373	0.378	0.382
IL15	P40933	False	IL15_HUMAN		CPI-SS06D0874B4	0.046	0.037	0.0	0.083	0.03	0.095	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0B87FE6E0	0.0	0.035	0.0	0.091	0.051	0.062	0.0
CD46	P15529	False	CD46_HUMAN		CPI-SS01A07768A	0.095	0.357	0.323	0.482	0.389	0.466	0.272
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS02667229C	0.0	0.035	0.0	0.091	0.051	0.062	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS024E759C1	0.917	1.151	0.614	1.397	2.035	1.381	0.985
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0E5AF12B6	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS00DCCF9BE	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0A045B7B5	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NOTCH2	Q04721	False	NOTCH2_HUMAN		CPI-SS0B426B1C4	0.165	0.07	0.099	0.122	0.08	0.208	0.055
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS08C3D27F7	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NOTCH2	Q04721	False	NOTCH2_HUMAN		CPI-SS02770D68F	0.165	0.07	0.099	0.122	0.08	0.208	0.055
NOTCH4	Q99466	False	NOTCH4_HUMAN		CPI-SS05FEE05CB	0.0	0.0	0.0	0.013	0.004	0.017	0.0
LGALS3	P17931	False	LGALS3_HUMAN		CPI-SS0DB5CDE9A	0.059	0.361	0.517	0.553	0.05	0.634	0.231
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0A9FB762A	0.067	0.451	0.28	0.458	0.207	0.417	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS00E93B54C	0.0	0.027	0.0	0.015	0.022	0.034	0.0
BAMBI	Q13145	False	BAMBI_HUMAN		CPI-SS04045BAB4	0.0	0.0	0.0	0.005	0.0	0.005	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS0B98AF327	0.917	1.151	0.614	1.397	2.035	1.381	0.985
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0BD1872FB	0.162	0.058	0.0	0.054	0.115	0.073	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS03BA401EB	0.0	0.0	0.0	0.0	0.0	0.011	0.0
INHBA	P08476	False	INHBA_HUMAN		CPI-SS0A168FADA	0.026	0.008	0.0	0.047	0.09	0.034	0.057
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS0B780AF90	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ACVR1B	P36896	False	ACVR1B_HUMAN		CPI-SS0A1C475D7	0.0	0.041	0.0	0.038	0.017	0.045	0.135
GDF11	O95390	False	GDF11_HUMAN		CPI-SS081E8FDC9	0.03	0.008	0.052	0.023	0.038	0.016	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SS0DA15829F	0.0	0.01	0.0	0.0	0.0	0.002	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS040885963	0.0	0.008	0.0	0.024	0.0	0.013	0.0
ACVRL1	P37023	False	ACVRL1_HUMAN		CPI-SS0354F23C3	0.0	0.0	0.0	0.008	0.0	0.0	0.0
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS07EF1AD75	0.0	0.007	0.0	0.032	0.018	0.024	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS064DA0CE8	0.0	0.0	0.0	0.0	0.0	0.011	0.0
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS053180936	0.0	0.0	0.0	0.006	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SS03CB3E8ED	0.03	0.008	0.052	0.023	0.038	0.016	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SS088438875	0.0	0.01	0.0	0.0	0.0	0.002	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0DA14A32F	0.0	0.008	0.0	0.024	0.0	0.013	0.0
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS047A7535A	0.0	0.007	0.0	0.032	0.018	0.024	0.0
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS023CB4E4C	0.068	0.114	0.0	0.069	0.053	0.075	0.0
BMP1	P13497	False	BMP1_HUMAN		CPI-SS0F99948CB	0.0	0.007	0.0	0.02	0.034	0.026	0.031
BMP2	P12643	False	BMP2_HUMAN		CPI-SS0293164E1	0.0	0.0	0.0	0.0	0.0	0.011	0.0
INHBA	P08476	False	INHBA_HUMAN		CPI-SS00F7918DD	0.026	0.008	0.0	0.047	0.09	0.034	0.057
BMP6	P22004	False	BMP6_HUMAN		CPI-SS08825C191	0.0	0.01	0.0	0.0	0.0	0.002	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS05E38EE5F	0.0	0.008	0.0	0.024	0.0	0.013	0.0
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS0161E0C12	0.068	0.114	0.0	0.069	0.053	0.075	0.0
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0A71E973C	0.0	0.025	0.0	0.0	0.008	0.019	0.0
UBA52	P62987	False	UBA52_HUMAN		CPI-SS076BE4357	3.098	3.199	2.437	3.016	2.967	2.976	3.173
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0CD45289C	0.0	0.0	0.0	0.007	0.003	0.006	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS01FE967D5	0.0	0.0	0.0	0.0	0.0	0.011	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SS0BD8D6FD0	0.0	0.01	0.0	0.0	0.0	0.002	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS04D12C694	0.0	0.008	0.0	0.024	0.0	0.013	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.0	0.009	0.196	0.005	0.0	0.009	0.0
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0	0.02	0.0	0.007	0.011	0.017	0.049
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS08FCF5FD8	0.0	0.0	0.0	0.005	0.012	0.001	0.0
IL6R	P08887	False	IL6R_HUMAN		CPI-SS05254442C	0.0	0.298	0.0	0.238	0.127	0.243	0.0
EPOR	P19235	False	EPOR_HUMAN		CPI-SS04437A89C	0.0	0.0	0.595	0.011	0.012	0.005	0.0
IL6	P05231	False	IL6_HUMAN		CPI-SS07EF0B763	0.0	0.0	0.0	0.0	0.0	0.001	0.0
OSM	P13725	False	OSM_HUMAN		CPI-SS0D7EDDE35	0.0	0.092	0.0	0.092	0.12	0.073	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS023446F04	0.0	0.0	0.0	0.005	0.012	0.001	0.0
MET	P08581	False	MET_HUMAN		CPI-SS0A3332A0D	0.0	0.0	0.0	0.0	0.0	0.001	0.0
PLXNB1	O43157	False	PLXNB1_HUMAN		CPI-SS0CCCF7C69	0.031	0.0	0.0	0.006	0.01	0.002	0.0
PLXNB2	O15031	False	PLXNB2_HUMAN		CPI-SS08FAC0A55	0.031	0.143	0.104	0.304	0.06	0.361	0.0
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.0	0.023	0.0	0.0	0.005	0.007	0.054
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0207F9FC3	0.0	0.0	0.0	0.005	0.012	0.001	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0	0.0	0.0	0.005	0.0	0.006	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.058	0.071	0.092	0.161	0.123	0.194	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0	0.0	0.0	0.0	0.0	0.001	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.0	0.0	0.053	0.0	0.008	0.003	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.0	0.0	0.0	0.0	0.002	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.0	0.0	0.0	0.0	0.003	0.0	0.058
SRC	P12931	False	SRC_HUMAN		CPI-SS0FECCB230	0.029	0.007	0.0	0.0	0.01	0.006	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS04E6CE624	0.0	0.0	0.0	0.005	0.012	0.001	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS06CA2C173	0.0	0.022	0.053	0.0	0.146	0.011	0.0
JAK2	O60674	False	JAK2_HUMAN		CPI-SS0D3CC3071	0.14	0.195	0.296	0.192	0.051	0.141	0.058
SOCS2	O14508	False	SOCS2_HUMAN		CPI-SS069565047	0.023	0.0	0.0	0.026	0.045	0.026	0.043
LYN	P07948	False	LYN_HUMAN		CPI-SS0B838F261	0.699	0.488	0.0	0.882	0.215	0.923	0.064
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0DD2FA1A1	0.0	0.0	0.0	0.005	0.012	0.001	0.0
TLR4	O00206	False	TLR4_HUMAN		CPI-SS09A34F08B	0.029	0.13	0.0	0.371	0.043	0.396	0.116
TLR2	O60603	False	TLR2_HUMAN		CPI-SS02ECC13B8	0.032	0.084	0.0	0.095	0.046	0.093	0.0
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS0F47879C1	0.0	0.075	0.0	0.31	0.038	0.35	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS060706428	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0E2E752A2	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0639E775C	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0C80FA89F	0.0	0.0	0.0	0.005	0.012	0.001	0.0
EPOR	P19235	False	EPOR_HUMAN		CPI-SS02B9931E3	0.0	0.0	0.595	0.011	0.012	0.005	0.0
CBL	P22681	False	CBL_HUMAN		CPI-SS07172208F	0.034	0.229	0.198	0.169	0.091	0.151	0.057
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS082A5162B	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS06497DA7F	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS001EE6479	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0AEE062A7	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS008D74137	0.0	0.0	0.0	0.005	0.012	0.001	0.0
DNAJA3	Q96EY1	False	DNAJA3_HUMAN		CPI-SS09E666A60	0.055	0.011	0.054	0.021	0.034	0.026	0.049
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.0	0.0	0.0	0.0	0.0	0.011	0.0
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0C5B94D35	0.0	0.0	0.0	0.0	0.0	0.002	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS093F7B975	0.109	0.037	0.0	0.006	0.015	0.05	0.0
FGFRL1	Q8N441	False	FGFRL1_HUMAN		CPI-SS033164D00	0.024	0.043	0.0	0.014	0.028	0.02	0.056
NLGN3	Q9NZ94	False	NLGN3_HUMAN		CPI-SS0541AB1E5	0.038	0.014	0.0	0.0	0.0	0.005	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS0699DC3EB	0.109	0.037	0.0	0.006	0.015	0.05	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SS0DB522229	0.0	0.0	0.0	0.008	0.012	0.003	0.0
MPDZ	O75970	False	MPDZ_HUMAN		CPI-SS02B4707A9	0.0	0.006	0.0	0.0	0.03	0.002	0.0
PARD3	Q8TEW0	False	PARD3_HUMAN		CPI-SS0A056C469	0.0	0.019	0.053	0.019	0.039	0.013	0.0
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS02C13D82E	0.028	0.063	0.0	0.016	0.097	0.033	0.0
